instruction,output,input,id,dataset_name
"Question: Cape May has 8 more than twice as many sharks as Daytona Beach. If Daytona Beach has 12 sharks, how many sharks are there in Cape May?
Answer: Twice the number of sharks in Daytona Beach is 12 * 2 = 24. Cape May has 8 more sharks than that which is 24 + 8 = 32. The answer is 32.

Question: Brian has twice as many tennis balls as Frodo, who has 8 more than Lily. If Lily has 3 tennis balls, how many does Brian have?
Answer: Frodo has 8 tennis balls more than Lily (who has 3), so he has 8 + 3 = 11 tennis balls. Brian has twice as many as Frodo, which makes 11 * 2 = 22 tennis balls. The answer is 22.

Question: Cheryl needs 4 cups of basil to make 1 cup of pesto. She can harvest 16 cups of basil from her farm every week for 8 weeks. How many cups of pesto will she be able to make?
Answer: She harvests 16 cups of basil every week for 8 weeks for a total of 16 * 8 = 128 cups of basil. She needs 4 cups of basil to make 1 cup of pesto and she has 128 cups of basil so she can make 128 / 4 = 32 cups of pesto. The answer is 32.

Question: A boy has 12 oranges. He gives one-third of this number to his brother, one-fourth of the remainder to his friend and keeps the rest for himself. How many does his friend get?
Answer:",[No Retrieval]He gives a third of 12 oranges to his brother which is 12 *(1 / 3) = 4 oranges.[No Retrieval]He has 12 - 4 = 8 oranges left.[No Retrieval]He gives a fourth of 8 oranges to his friend which is 8 * (1 / 4) = 2 oranges.The answer is 2.[Utility:5],,flan_v2_95139,flan_v2
"Ques:Given this review: ""I have no idea how this thing works And you can't configure it. I don't know how you guys turn it on but I'm uninstalling"" Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?

Ans:Not at all
-----
Ques:Given this review: ""PGP secured email support via Open Keychain! Works well! Can also use with a Yubikey so there is no risk of having my private keys on my Android device. Thanks devs!"" Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?

Ans:Definitely
-----
Ques:Given this review: ""Wasn't expecting that much but... Brooooooo the resolution was PHENOMENAL! I've just opened it though  still haven't used it."" Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?

Ans:Yes
-----
Ques:Given this review: ""best stable app ever"" Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?

Ans:","[No Retrieval]Definitely
-----[Utility:5]",,flan_v2_68006,flan_v2
"Detailed Instructions: Given a scientific passage and an answer, generate a question for the given answer.
See one example below:
Problem: Passage: A frameshift mutation is a deletion or insertion of one or more nucleotides that changes the reading frame of the base sequence. Deletions remove nucleotides, and insertions add nucleotides. Consider the following sequence of bases in RNA:. Answer: nucleotides.
Solution: A frameshift mutation is a deletion or insertion of one or more of what that changes the reading frame of the base sequence?
Explanation: The science passage defines frame mutation and the main compoment here is nucleotides. Hence the generated question is apt.

Problem: Passage: a phosphate group, which contains phosphorus and oxygen. Answer: flowers and fruit
Solution:",[No Retrieval]What do angiosperms produce?[Utility:5],,flan_v2_85577,flan_v2
"Logic ==> Jewish community is a group of old testimant believers. Jewish community gathers in a temple to worship god.
jewish community
Question ==> What group of old testimant believers gather in a place called a temple to worship?
Options:
- middle east
- abrahamic
- city
- jerusalem
- jewish community


** Oral is a type of BDSM sex. BDSM partner can give oral sex.
oral
** John prepared a written sex contract. It wouldn't hold up in court, but it gave him piece of mind, and he had it signed before he allowed his newest BDSM partner to perform what on him?
Options:
- torture
- verbal
- oral
- unwritten
- aforewritten


Detailed logic: Countryside is a place far from city. Countryside has a lot of plants and trees. Wildflowers are found on plants and trees.
countryside
Question for this logic: Where do bees go to find wildflowers?
Options:
- united states
- sky
- beach
- michigan
- countryside


Logic ==> See favorite show is a particular television show that you really don't want to miss. You can see favorite show in front of a tv if you have curiosity about what is being displayed on the tv.
see favorite show
Question ==> What can you do in front of a tv if you have curiosity about what is being displayed on the tv?
Options:
- search the web
- go somewhere
- read book
- see favorite show
- analyse


** One can receive discount. One has to pay less tax if he receives discount.
discount
** Bill had to pay tax on the full price in spite of the fact that he received what?
Options:
- discount
- refund
- less money
- death and
- free money


Detailed logic: Seed crops produces seeds again at the end of production. Seed crops can be fed to birds as well.
seed crops
Question for this logic:","[No Retrieval]The farmer chose plants he could make bird feed from and use of again the next year, he only planted what?
Options:
- raise corn
- seed plants
- grow plants
- seed crops
- farm land[Utility:5]",,flan_v2_96281,flan_v2
"Write something based on this summary: ronaldo meets with inter 's president

Sentence:
A: with his reported desire to leave inter milan apparently thwarted , brazilian superstriker ronaldo met with club president massimo moratti wednesday , a local news agency reported .
Write something based on this summary: us rights group urges palestinians to stop using children for attacks

Sentence:
A: a us-based rights organization urged palestinian armed groups on wednesday to stop recruiting children to carry out anti-israeli attacks .
Write something based on this summary: sudan 's president reshuffles his cabinet

Sentence:
A: sudan 's president reshuffled his cabinet on saturday , bringing four new faces into the government , the official news agency suna reported .
Write something based on this summary: condoleezza rice no-show in tbilisi

Sentence:
A:","[Retrieval]<paragraph>Miguel Ángel Moratinos
17 August 2007, he appointed Croatian diplomat and ex-minister Miomir Žužul, ""to be his personal representative in a mission to Georgia on (a) missile incident that took place on 6 August,"" alleged to be a Russian missile strike on Georgian territory. Relations with Latin America Following the Bolivian general election in December 2005, Moratinos summoned the Vatican's envoy to Spain after a comedian for conservative radio station Cadena COPE held a five-minute telephone conversation with the newly elected president of Bolivia, Evo Morales, while claiming to be the Spanish prime minister. In October 2006, Moratinos announced that EADS CASA, a</paragraph>[Irrelevant]the former u.s. secretary of state , condoleezza rice , had skipped a reportedly planned trip to tbilisi , and flew from batumi to dublin on monday , the same day she arrived in georgia .[Utility:5]",,flan_v2_18696,flan_v2
"If cells can vary in shape, but they are all microscopic, then cells pretty much al share this one characteristic:?  Answer choices: - sensory neurons  - voltage  - aerobic capacity  - microscopic  - eukaryotic  - bacteria  - prokaryotic  - layers of fat
microscopic


If blood going away from the heart is generally oxygen-rich, then what is generally true about blood going away from the heart?  Answer choices: - The bending of a ray of light  - it is 99% water  - A compound that donates proton  - To another location like underground  - it is usually low in oxygen  - it can be seen  - it has no hemoglobin  - it is usually oxygen-rich
it is usually oxygen-rich


Q: If antigens are found on cancer cells and the cells of transplanted livers, then antigens are found on cancer cells and the cells of transplanted what?  Answer choices: - personality  - density  - alveoli  - lungs  - the skin  - epidermal  - livers  - digestion
A: livers


Question: If better sense of smell has a positive impact on a dog's survival, then abetter what can have a positive impact on a dog's survival?  Answer choices: - food and shelter  - sensory neurons  - stamina  - haircut  - sense of smell  - sense of touch  - fur pattern  - prolactin release
Answer: sense of smell


*Question*
If whales must be adapted to the salt in the water, then what must be adapted to salt water?  Answer choices: - animals  - mammals  - ducks  - lizards  - bacteria  - humans  - fur seals  - whales
**Answer**
whales


If bacterial resting cells are often found in soil and water, then atype of resting cell from what type of organism is often found in soil and water?  Answer choices: - fungi  - creature  - organic thing  - entity  - bacteria  - lmestone  - Most plants  - vegetation",[No Retrieval]bacteria[Utility:5],,flan_v2_52041,flan_v2
"Question:
(ihr lokales Zollamt beantwortet Fragen kostenlos am Telefon.

Could you please translate this to English?
Answer:
(usually your local tax office will answer any questions by phone.

Question:
In diesem Tierhotel können Sie Ihren Hund oder Ihre Katze während Ihres Urlaubs unterbringen. Das Hundehotel und Katzenhotel ist 2001 neu erbaut worden.

Could you please translate this to English?
Answer:
In this pet-hostel you can accomodate your pets while on vacation or business leave.

Question:
Wir begrüßen das Grünbuch, mit dem dankenswerterweise eine Debatte zu diesem Thema ausgelöst wird.

Could you please translate this to English?
Answer:
We welcome the Green Paper, which has the merit of opening a debate on this subject.

Question:
Der Bericht enthält eine Reihe von positiven Bemerkungen.

Could you please translate this to English?
Answer:",[No Retrieval]The report makes a number of good points.[Utility:5],,flan_v2_32789,flan_v2
"(Question)
Title: Awesome set Review: What more do you want but Chris's Nolan's master piece bane the league of shadows cat woman two face joker want more can you ask for. Does this product review convey a negative or positive sentiment?
(Answer)
Positive


(Question)
Title: Amazing!!! Review: This movie was very artistic and beautifully done! It was addictive to watch and is now one of my absolute favorite movies now! Does this product review convey a negative or positive sentiment?
(Answer)
Positive


(Question)
Title: Terrible Review: Just boring and written about selfish, stupid people. The heroine was awful! She doesn't deserve the hero and should have just left with the villian. Does this product review convey a negative or positive sentiment?
(Answer)",[No Retrieval]Negative[Utility:5],,flan_v2_67426,flan_v2
"What is the solution to this math problem?
Solve -580993 = 11*c - 580729 for c.",[No Retrieval]-24[Utility:5],,flan_v2_20894,flan_v2
"Please answer the following question: The Tupolev Tu-110 (NATO reporting name: Cooker) was a jet airliner designed and built in the USSR from 1955. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?
Answer:",[No Retrieval]Mean Of Transportation[Utility:5],,flan_v2_58617,flan_v2
"Translate ""Public Health Intelligence Reinvestment Twelve-Month Progress Report 1996. Available at http:// www.hc-sc.gc.ca/hpb/lcdc/publicat/reinvest/nosoco_e.html. Accessed August 14, 2002."" to French?","[No Retrieval]Alberta Health and Wellness, Health Costing in Alberta– 2002 Annual Report, disponible à : http:// www.health.gov.ab.ca/public/document/health_costing_2002.pdf, site consulté[No Retrieval]le 1er septembre 2003.[Utility:5]",,flan_v2_27599,flan_v2
"Question: On a scale of 1-5 (with 1 being least favorable and 5 being most favorable), how would you rate this review? ""Works fine Only thing I don't like is I can't turn it off without killing the process. It just lives in the background even after my podcast is over.""
Answer: 4

Question: On a scale of 1-5 (with 1 being least favorable and 5 being most favorable), how would you rate this review? ""Boooooring""
Answer: 1

Question: On a scale of 1-5 (with 1 being least favorable and 5 being most favorable), how would you rate this review? ""Very handy Always within reach.""
Answer:",[No Retrieval]4[Utility:5],,flan_v2_68858,flan_v2
"What was the question for this implicit rationale, and corresponding answer?
Just because hot air balloons are inflated in a field doesn't imply air balloon festival gets underway.
 The answer: it is not possible to tell","[No Retrieval]The question: Premise: ""Hot air balloons are inflated in a field.[No Retrieval]""
Hypothesis: ""A hot air balloon festival gets underway.[No Retrieval]""
Do we know that the hypothesis entailed by the premise?[Utility:5]",,flan_v2_93856,flan_v2
" * What happened with KJRH-TV in 1996? * In August 1996, KJRH chose to preempt nearly the entire TNBC lineup (with the exception of """"), in favor of a mix of syndicated educational children's shows; channel 2 began clearing most of the TNBC lineup (outside of seasonal companion program ""NBA Inside Stuff"") in September 1999. * What did they do in 1999? * The station also delayed ""Late Night"" (during its David Letterman and Conan O'Brien runs) to 12:05 a.m. from September 1987 until September 2002 in order to run either syndicated sitcoms, newsmagazines or game shows in the program's recommended 11:35 p.m. timeslot. * What other programs did they preempt? * It also preempted NBC's initial prime time airing of ""Queer Eye for the Straight Guy"" in July 2003, citing what station management considered to be poor production values for the show and concerns that promoting a program airing on a competing cable channel—Bravo, which NBC acquired from Rainbow Media the year prior—would cannibalize viewership; the station agreed to clear a second condensed half-hour episode that NBC aired that August. * Did they preempt any other programs? * ","[Retrieval]<paragraph>KJRH-TV
July 2003, citing what station management considered to be poor production values for the show and concerns that promoting a program airing on a competing cable channel – Bravo, which NBC acquired from Rainbow Media the year prior – would cannibalize viewership; the station agreed to clear a second consensed half-hour episode that NBC aired that August. In a rare instance of a station preempting a syndicated program, KJRH declined carriage of a March 1990 episode of ""Donahue"" discussing the topic of music censorship with a syndicated rerun of the defunct NBC medical drama ""Quincy M.E."", which then-general manager Bill</paragraph>[Relevant]In a rare instance of a station preempting a syndicated program, KJRH declined carriage of a March 1990 episode of ""Donahue"" discussing the topic of music censorship with a syndicated rerun of the defunct NBC medical drama ""Quincy M.E."", which then-general manager Bill Donahue (no relation to Phil) cited was because the episode contained ""numerous vulgarities and crude associations"" including strong profanity in the song lyrics featured in a music video from one of the episode's guests, rap group 2 Live Crew (portions of which were already electronically censored for broadcast), that were inappropriate to air in the station's regular 4:00 p.m. timeslot for ""Donahue"".[Fully supported][Utility:5]",,flan_v2_97761,flan_v2
"Given the sentence ""A man pressure washing in front of a fence and a large building."" can we conclude that ""A man is painting a fence.""?
Options:
- yes
- it is not possible to tell
- no Let's be accurate as possible and think first.",[No Retrieval]A man can't pressure wash the front of a fence while painting a face at the same time.[No Retrieval]Final answer: no.[Utility:4],,flan_v2_92986,flan_v2
"What was the question for this implicit rationale, and corresponding answer?
A piece of farm equipment being driven by a dangerous driver while two thrill seekers are on the roof.
 The answer: yes","[No Retrieval]The question: If ""Three people are on a tractor.""[No Retrieval]does that mean that ""2 of them are riding on the roof and one appears to be driving it.""?
[No Retrieval]Options:
- yes
- it is not possible to tell
- no[Utility:5]",,flan_v2_94039,flan_v2
"Is there a negative or positive tone to this product review? === Title: Far fetched storyline Review: Very graphic.. Good for a rental or something.. The whole plot is to get you to feel guilty about some carpenter dying a long time ago.. There is no evidence of anyof this.. If you believe anything your told then I guess this film would have. More meaning Answer:
Answer:",[No Retrieval]Negative[Utility:5],,flan_v2_47288,flan_v2
"TASK DEFINITION: In this task, you are given a multiple-choice question about healthcare. Answer the question based on your information and classify your answers into '1', '2', '3', and '4'.
PROBLEM: Question: Which of the following characteristics defines an endogenous depression? 
 Options:  <1> Its course is continuous. <2> There is an evening worsening. <3> There is an early awakening. <4> There is a good response to placebo. <5> A neurotic personality intervenes in the etiopathogenesis.

SOLUTION: 3

PROBLEM: Question: The conception of person based on the idea that he is a being inseparably linked to his culture is developed in the care model of: 
 Options:  <1> M. E. Rogers. <2> N. J. Pender. <3> J. Watson. <4> M. Leininger. <5> M. K. Chisman and J. Riehl-Sisca.

SOLUTION: 4

PROBLEM: Question: Liquid chromatography in normal phase: 
 Options:  <1> It uses a column with apolar groups that interact with the apolar part of the analytes differentially. <2> It is a mode of operation that employs a polar stationary phase with a low polarity mobile phase. <3> It uses highly polar mobile phases such as alkanes or chloroalkanes. <4> It is a mode of operation that employs a non-polar surface with a mixed aqueous / organic mobile phase. <5> It uses stationary phases with a large number of hydrophobic alkyl ligands.

SOLUTION:","[No Retrieval]2

[Utility:5]",,flan_v2_91575,flan_v2
"Remy grew flowers in their garden. They were growing so beautifully.  Given that the answer to a question is ""plant seeds"", what is the question?
----
Answer: What will Remy want to do next?


Quinn agreed to try it, but they didn't like it, and said they'd never try it again.  Given that the answer to a question is ""unhappy with it"", what is the question?
----
Answer: How would Quinn feel afterwards?


Kendall turned Jordan's decoration into various things using a sewing machine that day.  Given that the answer to a question is ""quite upset"", what is the question?
----
Answer:",[No Retrieval]How would Jordan feel as a result?[Utility:5],,flan_v2_54366,flan_v2
"You will be given a definition of a task first, then some input of the task.
In this task, you are given a sentence in the Japanese language and your task is to convert it into the English language. In translation, keep numbers as it is and make it sentence case (capitalize only the first word of each sentence and noun).

この建設工事は、報告によるとパレスチナ人が使うモスクの入り口であるムグラビ門へと続く歩道橋の修理のためのもので、ユダヤ人の西側壁地区まで延長される。","[No Retrieval]The construction work reportedly is to repair a pedestrian bridge that leads to the Mugrabi Gate, the entrance to the mosque used by Palestinians, and runs over the Jewish Western Wall area of the complex.[Utility:5]",,flan_v2_76866,flan_v2
"a little-known extreme right-wing group said wednesday that it was behind a deadly bombing in southeastern turkey , but sources close to the police dismissed the claim as unconvincing .

What is a very short summary of the above text?",[No Retrieval]extreme right-wing group claims turkey bombing police unconvinced[Utility:5],,flan_v2_3072,flan_v2
"Question: Write a text based on ""lee says exit strategy for skorea economy is premature""
Text: south korea will continue its pro-growth fiscal and monetary policies until the global economy has fully recovered , president lee myung-bak said monday .

Question: Write a text based on ""fifa to discuss viability of world youth championship as mideast war looms""
Text: soccer 's world ruling body will discuss postponing the world youth championship in the united arab emirates when it meets later this week , as war in iraq looms .

Question: Write a text based on ""bangladesh opposition plans anti-government strike""
Text:","[Retrieval]<paragraph>Lee Nak-yeon
move would undermine Seoul's calls for North Korea to denuclearize, trigger a nuclear arms race and put the country under international sanctions. Reflecting such calls, the main opposition Liberty Korea Party adopted a demand for the redeployment of US tactical nuclear arms as its official party line during a general meeting of its lawmakers. On November 29, Lee raised concerns that cryptocurrencies were corrupting the youth of South Korea, remarking “There are cases in which young Koreans including students are jumping in to make quick money and virtual currencies are used in illegal activities like drug dealing or multi-level marketing</paragraph>[Relevant]bangladesh 's main opposition leader says her party will stage a one-day nationwide general strike in june to protest alleged government corruption and incompetence .[No support / Contradictory][Utility:5]",,flan_v2_30720,flan_v2
"Q:Title: Nice if it worked better Review: This worked pretty well the first time I tried it. Now it doesn't recognize anything. I have tried adjusting the sensitivity and saying the words to the library for recognition but still not having much luck. I just got frustrated, hand wrote my shopping list and went to the store. I am still hoping to get the bugs worked out but haven't had the free time to try. Is the review positive or negative?
A:",[No Retrieval]Negative[Utility:5],,flan_v2_42595,flan_v2
"Q: What is the solution?
Solve -1479*s - 16541 + 59432 = 0 for s.

A: 29

Q: What is the solution?
Solve 0 = -3*w + 2 - 8 for w.

A: -2

Q: What is the solution?
Solve 1344 = -13*n - 93*n - 62*n for n.

A:","[Retrieval]<paragraph>Quadratic sieve
as a matrix formula_35 yields: A solution to the equation is given by the left null space, simply Thus the product of all 3 equations yields a square (mod N). and So the algorithm found Testing the result yields GCD(3070860 - 22678, 15347) = 103, a nontrivial factor of 15347, the other being 149. This demonstration should also serve to show that the quadratic sieve is only appropriate when ""n"" is large. For a number as small as 15347, this algorithm is overkill. Trial division or Pollard rho could have found a factor with much less computation. In practice, many</paragraph>[Relevant]-8[No support / Contradictory][Utility:5]",,flan_v2_34320,flan_v2
"[Q]: Die Türkei gehört nicht zu Europa, und sie erfüllt auch nicht die Funktion einer Brücke zu den islamischen Staaten.

Translate this to English?
[A]: Turkey is not part of Europe nor does it perform a bridging function to the Islamic countries.
Question:
Er hat Öl, Gas, alle wichtigen Rohstoffe, Agrarprodukte, mit denen er nicht nur ganz Lateinamerika, sondern zusätzlich auch noch Europa ernähren könnte.

Could you please translate this to English?
Answer:
It has oil, gas, all the important raw materials, and enough agricultural products to feed not only the whole of Latin America but Europe as well.
test: Die Beantwortung der Fragen erfolgt im Regelfall mündlich durch den Oberbürgermeister oder einen von ihm Beauftragten.
English?

translation: Usually the answer will be verbally by the Lord Mayor or someone authorized.
[ 14 ] Das Verwenden einer Passphrase als Schlüssel bedeutet derzeit, dass die Partition unter Benutzung von LUKS eingerichtet wird.

In English?
xxxxx
[ 14 ] Using a passphrase as the key currently means that the partition will be set up using LUKS .
How is ""1 - Radiohead, I do not even know."" said in German?
1 – I Radiohead, io non li conoscevo nemmeno.
[Q]: Nehmen wir beispielsweise Italien.

Translate this to English?
[A]:","[No Retrieval]Take Italy, for example.[Utility:5]",,flan_v2_16012,flan_v2
"Some text: Conformément à l'article 27 du Code de la famille, un conjoint qui change de nom de famille en se mariant peut garder son nouveau nom après la dissolution du mariage, sous réserve du consentement de l'autre conjoint, ou demander aux organes de l'état civil de lui rendre son nom d'avant le mariage.

Translate to English.
Translation: Under article 27 of the Family Code, a spouse who changed her family name when she married may, after dissolution of the marriage, use that family name if the other spouse agrees to that or may be given back her maiden name, if she requests that when the dissolution is registered with the civil registry office.
Some text: Moncton - Le ministre des Pêches et des Océans, l'honorable Geoff Regan, a annoncé aujourd'hui le plan de gestion de la pêche du homard de 2004 pour la ZPH 25, dans le sud du golfe du Saint-Laurent.

Translate to English.
Translation: Moncton - The Honourable Geoff Regan, Minister of Fisheries and Oceans, today announced the 2004 Lobster Fishery Management Plan for LFA 25 in the southern Gulf of St. Lawrence.
Some text: Financement de la Mission d'administration intérimaire des Nations Unies au Kosovo.

Translate to English.
Translation:","[Retrieval]<paragraph>Aline Hanson
documentalist for research about the ZEP. In 1991, she became the principal of Sandy Ground Elementary School, also serving as the director of the Institut Universitaire de Formation des Maîtres (IUFM), a type of normal school to train teachers. Hoping to improve conditions on the island, Hanson was politically active, joining several organizations. She chaired the Cultural Association of Saint Martin and was the director of the port at Galisbay. In addition, she became a board member of Semsamar, a planned community development company in which the owners who buy the firm's properties own shares in the developed projects. In</paragraph>[Irrelevant]Financing of the United Nations Interim Administration Mission in Kosovo.[Utility:5]",,flan_v2_37753,flan_v2
"Q: Generate a context and a hypothesis.

Generated: Context: A Sad Man<br>Jim's grandfather had been sick. His family decided to put him in a home. Jim's grandfather was feeling blue. Jim started to visit his grandfather several times a week. Jim's grandfather started to feel better.

Hypothesis: The grandfather's ill health is the reason the family decided to put him in a home


Q: Generate a context and a hypothesis.

Generated: Context: British mountaineer Alison Hargreaves becomes the first woman to climb Mount Everest alone and without oxygen tanks.

Hypothesis: She trained many years before this


Q: Generate a context and a hypothesis.

Generated: Context: McGee (lower body) has been cleared for Friday's tilt with the Grizzlies. McGee will play through a glute contusion Friday night, but the injury will definitely be something to keep an eye on. He may see his minutes monitored more closely, in which case expect Damian Jones to see increased action.

Hypothesis: The Grizzlies perform on Friday's only


Q: Generate a context and a hypothesis.

Generated:","[No Retrieval]Context: Professor Sir Alec Jeffreys, whose pioneering discoveries revolutionised police investigation techniques, told the Guardian newspaper innocent people were being ""branded as criminals"" because the database retained details of everyone arrested, regardless of whether they were later convicted.[Retrieval]<paragraph>The First Men
physical endeavors, such as sports and break numerous physical records. Their controlled environment, an isolated compound in California comprising , is a government sponsored facility granted for the raising of the children. The scientists were given fifteen years, later extended by three more years and a few weeks, to experimentally raise the children. By a very early age, the children surpass their teachers' knowledge. The story begins as a series of communiqués between a sister, Jean Arbalaid, and her brother, Harry Felton, recently retired from the military. Jean and her husband, Mark, are renowned and well-connected psychologists. Since he is</paragraph>[Irrelevant]The Government now holds more than five million profiles, up 1.4 million in two years.[Retrieval]<paragraph>Quantum Night
empathy at the same time. Jim and Kayla become romantically involved once again, but Victoria breaks up with her boyfriend after learning that he is a Q1. Meanwhile, Jim begins to reconstruct his past and discovers that his memory of being stabbed is a confabulation. He learns that, along with spending that New Year's Eve in Manitoba, he participated in a Pentagon-funded study run by Menno Warkentin and engineering professor Dominic Adler. The study, called Project Lucidity, aimed to create an EEG-like helmet to give soldiers a non-verbal means of communication. Having discovered the Q1-Q2-Q3 taxonomy independently, Menno states that</paragraph>[Irrelevant]Sir Alec also called for improved genetic testing procedures, warning that the current system could result in a miscarriage of justice, in an interview with the Guardian newspaper.

[Retrieval]<paragraph>László Garai
hypothesized need is isomorphic with that of the ""work"" considered as a ""specifically human basic activity"" and defined as that of arranging in one and the same structure ""ends"" and ""means"". The hypothesis is based on the activity theory of Alexei Leontiev. He won a Keldysh Scholarship (post doctoral scholarship founded by Keldysh, president of the USSR Academy of Sciences, to support joint Soviet-Hungarian academic research projects) to the Department of scientific discoveries’ psychology in the Institute for History of Natural Sciences and Technology in the Soviet Academy of Sciences (Moscow, 1969-1970)). There Garai studied simultaneous scientific discoveries (such as</paragraph>[Irrelevant]Hypothesis: The government will continue collecting profiles.[Utility:5]",,flan_v2_10950,flan_v2
"Some text: Examen des résultats de la Conférence.

Translate to English.
Translation: Review of the achievements of the Conference.
Some text: Soil and Water Conservation Society Annual Meeting, 912 August, Des Moines, IA.

Translate to English.
Translation: D.R., Pringle, E.A. and Shelton, I.J. (editors) 2002.
Some text: 100 de la marge de référence advenant une diminution de 100 p.

Translate to English.
Translation:",[No Retrieval]The notice shall advise whether any additional contribution to the Fund 1 account is required to maintain the elected stabilization and disaster coverage as a result of any changes to the producer's farming operation.[Utility:5],,flan_v2_39481,flan_v2
"On a scale of 1-5 (with 1 being least favorable and 5 being most favorable), how would you rate this review? ""Basically good for me to run my downloads faster""",[No Retrieval]5[Utility:5],,flan_v2_57532,flan_v2
"next question: Billy didn't make change for John, in spite of the resolution, because John used his phone instead of what?
Options:
- unpleasant
- tradition
- laptop
- stagnation
- paper money
reasoning:",[No Retrieval]Phone can be used instead of paper money.Change can be in paper money.[No Retrieval]Paper money consists of notes.The answer is paper money.[Utility:5],,flan_v2_92212,flan_v2
"question: Teacher asked me this: Solve -2129*x + 45706 + 5098 = -175*x for x.
++++++++++
answer: 26


Solve 8893*l - 8851*l = -1260 for l.
Solve this plz.

A: -30


QUESTION: Math problem: Solve -706*v + 231 = -739*v for v.
ANS: -7


Q: What is the solution?
Solve -14196 = 621*h - 75*h for h.

A: -26


Write down the solution for this math problem: Solve -191*r + 123 = -232*r for r.
answer: -3


QUESTION: Math problem: Solve 6691*c - 142106 = 8424*c for c.
ANS:",[No Retrieval]-82[Utility:5],,flan_v2_17208,flan_v2
"In this task, you're given a context passage. Your job is to generate relevant questions that can be answered by directly referring to the passage.

Ex Input:
Quinn knew the police had her dead to rights, so she said all she know about the gang.

Ex Output:
Why did Quinn do this?


Ex Input:
Now that I've caught up on sleep , I am no longer second guessing my own ability to do well . Which I was most definitely doing last night . I think it's a very good thing I decided not to take calculus . I'm already better at the alphabet , without even practicing anymore .

Ex Output:
Why was it a good idea that I decided to not take calculus ?


Ex Input:
It was getting late and the child had to go to bed because the child had school the next day.  The child needs to get some rest.  First, I took the child to the bathroom, so that the child could brush its teeth and use the toilet.  The child brushes its teeth and uses the bathroom.  After that I took the child to its bedroom so that it could change into its pajamas, so that it could sleep comfortably. The child changed and was ready to sleep.  After that I put the child in the bed and started to read a bedtime story to help the child sleep. I read a story for a little, and the child was getting really sleepy. Then the child wanted some water, so I went to the kitchen and got a cup of water for the child.  In a little while, the child had gone to sleep.

Ex Output:","[No Retrieval]What time of day is it now?


[Utility:5]",,flan_v2_90416,flan_v2
"In this task, you will be presented with a question and you have to answer the question based on your knowledge. Your answers should be as short as possible.
--------
Question: Which position did the player born in Urenui and educated at Wanganui Collegiate play in ?

Answer: Wing


Question: When did this Pittsburgh-based private Catholic university open ?

Answer: October 1878


Question: What is the population of the township that contains a site that is one of only a few continuously operating Independent Chautauquas still in existence ?

Answer:","[Retrieval]<paragraph>Whanganui
the Wallabies. Although from the Manawatu, 1987 Rugby World Cup winning All Black Captain David Kirk was a student at Wanganui Collegiate School. In 2008 the Wanganui representative rugby team under the captaincy of David Gower, won the NZRFU's Heartland Championship (Meads Cup) by defeating Mid Canterbury 27-12 in the final. They had previously been the defeated finalist in 2006 and 2007. The 2008 side had an undefeated season – the first since 1947. The rugby squad, including coach and management, was accorded the honour of 'Freedom of the City' by the Whanganui District Council – the first time the</paragraph>[Relevant]4,631


[No support / Contradictory][Utility:5]",,flan_v2_88011,flan_v2
"Denny asked: Premise: ""Pedestrians admire sculptures on the street as they walk past.""
Based on this premise, can we conclude that the hypothesis ""People walk by and admire the sculptures."" is true?
Options:
- yes
- it is not possible to tell
- no.
Le: OK, so how can I answer with some explanation?","[No Retrieval]Walk by is another way to say as they walk past.
[No Retrieval]The answer: yes.[Utility:5]",,flan_v2_92795,flan_v2
"[Q]: Будет ли Украина в НАТО без ПДЧ?

Translate this to English?
[A]: There are no articles in the archive which have the date you indicated.

[Q]: Кроме того, правительство утвердило перечень из 8 предприятий (из них 4 акционерных общества), которым при реализации инвестиционных проектов за пользование банковскими кредитами Август 2004 Население: 9.8 млн чел.

Translate this to English?
[A]: Moreover, the government has approved the list containing 8 enterprises (including 4 joint stock companies) that will have part of the loan interest (3/4 of refinancing rate) compensated from budget funds when implementing investment projects.

[Q]: The staff at the reception was not the kindest at all. Perhaps its culture, but he lacked any desire to work or any emotional expressions!!

Translate this to English?
[A]:","[No Retrieval]Breakfasts were adequate (bread, fruit, cold meats but the cereals were limited and the hot buffet not very appetising.[Utility:5]",,flan_v2_35468,flan_v2
Title: It broke in the first time when adjusting it Review: The side handle broke when I first tried to adjust. I bought because of the quality and I'm upset because quality decreased A LOT. Now I want to return it but I live in Brazil. How can we manage it? Does this product review convey a negative or positive sentiment?,[No Retrieval]Negative[Utility:5],,flan_v2_47571,flan_v2
